Date,Open,High,Low,Close,Volume,MarketCap
"Sep 19, 2020",384.04,387.08,378.72,385.54,11049507684,43440360815
"Sep 18, 2020",389.34,391.9,376.96,384.36,14108357740,43302193327
"Sep 17, 2020",365.87,393.9,364.8,389.02,19899531080,43821351213
"Sep 16, 2020",364.74,372.77,356.68,365.81,16107612177,41202147932
"Sep 15, 2020",377.15,381.51,363.61,364.84,16140584321,41087642853
"Sep 14, 2020",365.7,384.49,357.57,377.27,17536695361,42482307939
"Sep 13, 2020",387.52,388.96,354.34,365.57,15005899191,41160025962
"Sep 12, 2020",374.6,387.54,367.84,387.18,13295405814,43588199422
"Sep 11, 2020",368.12,376.63,355.58,374.7,27296269329,42177302259
"Sep 10, 2020",351.43,377.39,351.11,368.1,31421134556,41430053162
"Sep 09, 2020",337.82,359.16,332.16,351.11,14547933520,39512826170
